,0
0,0.0
1,9.49230575562
2,38.1146812439
3,38.2475471497
4,5.61393165588
5,4.38527297974
6,34.6943359375
7,35.4151229858
8,0.0
9,0.0
10,0.0
11,0.0
12,13.7572917938
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,52.2510375977
20,68.1190185547
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,55.654045105
33,89.9210739136
34,1.56498861313
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0335565209389
46,52.7197418213
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,16.6325302124
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,5.06609964371
60,21.3837108612
61,21.5348796844
62,17.8126163483
63,0.0
64,6.06503343582
65,28.6745815277
66,0.0
67,27.3005619049
68,33.6401443481
69,33.6401443481
70,0.0
71,0.0
72,0.0
73,21.5636749268
74,50.9871025085
75,70.9211120605
76,51.5135993958
77,32.9474143982
78,6.56564617157
79,0.0
80,63.2888832092
81,65.2075119019
82,65.2075119019
83,19.9251937866
84,0.0489907860756
85,0.0489907860756
86,0.0
87,20.2914352417
88,54.3448257446
89,48.75258255
90,22.9291191101
91,0.0
92,0.0
93,50.7495307922
94,45.1588478088
95,44.2581176758
96,19.6446533203
97,22.4706554413
98,22.4706554413
99,32.8726425171
100,20.5401363373
101,11.6776971817
102,11.6776971817
103,0.0
104,6.13294839859
105,0.0
106,41.7495613098
107,41.7495613098
108,0.0
109,0.0
110,0.0
111,0.364221006632
112,32.8726425171
113,20.5386257172
114,0.0
115,0.0
116,0.0
117,39.2907791138
118,22.0180873871
119,39.0062065125
120,39.0062065125
121,20.9550380707
122,29.7771854401
123,0.0
124,0.0
125,0.0
126,0.0
127,62.9966583252
128,63.127910614
129,0.0
130,39.3701667786
131,41.7590484619
132,41.5083847046
133,48.5011749268
134,42.623374939
135,42.366859436
136,0.0
137,0.0
138,0.0
139,0.0
140,63.127910614
141,68.8400421143
142,36.0798606873
143,20.7415351868
144,31.6093158722
145,28.1193599701
146,42.5390090942
147,42.623374939
148,46.5555152893
149,16.6080875397
150,0.0
151,0.0
152,0.0
153,52.8040771484
154,70.1717376709
155,113.936798096
156,16.3921737671
157,16.1640758514
158,0.0
159,6.13502407074
160,7.08213281631
161,51.5432548523
162,28.5783729553
163,0.0
164,0.0
165,0.0
166,52.8040771484
167,77.2561340332
168,113.936798096
169,53.5214080811
170,45.547542572
171,15.6195869446
172,4.08183956146
173,0.0
174,68.6897506714
175,83.5075531006
176,27.1565990448
177,0.0
178,0.0
179,34.9418411255
180,24.8655490875
181,0.0
182,0.0
183,9.65586185455
184,15.7089557648
185,4.17521476746
186,0.0
187,38.1839675903
188,61.1735267639
189,0.0
190,0.336009204388
191,0.0
192,0.0
193,0.0
194,0.0
195,41.4475135803
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.335760384798
204,0.0
205,0.0
206,0.0
207,0.0
208,49.6105041504
209,16.8536911011
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,0.0
219,0.0
220,0.0
221,17.2512493134
222,17.3307323456
223,7.33865642548
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,3.37785482407
230,3.40173411369
231,0.0
232,17.1789474487
233,17.1674251556
234,0.0
235,40.5522956848
236,14.9335374832
237,0.0
238,0.0
239,21.106098175
240,21.106098175
241,0.0
242,3.40628266335
243,3.29190421104
244,0.0
245,5.50241279602
246,5.64429330826
247,0.0
248,0.0
249,0.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,3.48545575142
258,57.8337020874
259,59.621131897
260,12.7323417664
261,14.0204906464
262,0.0
263,0.0
264,29.5665721893
265,30.3129005432
266,0.0
267,0.0
268,0.0
269,0.0
270,73.5147018433
271,73.5147018433
272,65.1142425537
273,34.0363082886
274,14.0204906464
275,1.76626050472
276,1.76626050472
277,30.5756072998
278,30.5756072998
279,0.0
280,5.11413097382
281,0.0
282,2.11051797867
283,36.8552093506
284,52.5860214233
285,41.9469642639
286,4.82840394974
287,0.0
288,1.77255415916
289,1.77255415916
290,0.0
291,0.0
292,0.0
293,24.1577453613
294,24.1577453613
295,12.195110321
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,22.5622348785
302,59.4967041016
303,15.0633010864
304,0.0
305,0.0
306,23.3144359589
307,23.3121833801
308,0.0
309,0.0
310,0.0
311,0.0
312,33.7532501221
313,95.7919387817
314,103.524055481
315,97.9535522461
316,15.0633010864
317,26.3847579956
318,26.1139812469
319,23.744764328
320,13.3565454483
321,0.0
322,0.0
323,0.0
324,0.0
325,97.3587265015
326,99.0272598267
327,104.144577026
328,88.9467391968
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,0.0
339,0.0
340,0.0
341,0.0
342,0.0
343,1.49203932285
344,1.39081430435
345,41.310256958
346,0.0
347,0.0
348,0.0
349,0.0
350,3.88367438316
351,0.0
352,0.0
353,0.0
354,0.0
355,0.0
356,0.0
357,0.0
358,50.0309104919
359,16.2212944031
360,0.0
361,0.0
362,9.62260150909
363,9.62260150909
364,3.35770225525
365,0.0
366,0.0
367,0.0
368,6.41683626175
369,0.0
370,0.0
371,14.021944046
372,16.2092819214
373,0.0
374,0.0
375,0.0
376,3.70406270027
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,23.2375717163
386,0.0
387,0.0
388,0.0
389,3.70406270027
390,2.45701956749
391,0.0
392,0.0
393,0.0
394,0.0
